datetime,Close,sentiment_score
2025-06-04 13:30:00+00:00,464.920105,0.0
2025-06-04 14:30:00+00:00,464.631897,0.0
2025-06-04 15:30:00+00:00,463.7600098,0.8655511373654008
2025-06-04 16:30:00+00:00,464.7000122,0.0
2025-06-04 17:30:00+00:00,464.7600098,0.0
2025-06-04 18:30:00+00:00,464.3599854,0.0
2025-06-04 19:30:00+00:00,463.8890076,0.0
2025-06-05 13:30:00+00:00,466.4049988,0.0
2025-06-05 14:30:00+00:00,467.6400146,0.0
2025-06-05 15:30:00+00:00,468.1849976,0.0
2025-06-05 16:30:00+00:00,467.2900085,0.0
2025-06-05 17:30:00+00:00,468.9616089,0.0
2025-06-05 18:30:00+00:00,467.4299927,0.0
2025-06-05 19:30:00+00:00,467.6099854,0.0
2025-06-06 13:30:00+00:00,471.75,0.0
2025-06-06 14:30:00+00:00,470.6700134,0.0
2025-06-06 15:30:00+00:00,470.2149963,0.20761226955801249
2025-06-06 16:30:00+00:00,470.5950012,0.0
2025-06-06 17:30:00+00:00,471.230011,0.0
2025-06-06 18:30:00+00:00,470.4400024,0.0
2025-06-06 19:30:00+00:00,470.1600037,0.0
2025-06-09 13:30:00+00:00,470.3699951,0.0
2025-06-09 14:30:00+00:00,470.1499939,0.006852425634860992
2025-06-09 15:30:00+00:00,470.6900024,0.0
2025-06-09 16:30:00+00:00,472.3999939,0.0
2025-06-09 17:30:00+00:00,472.8967896,0.1824807645753026
2025-06-09 18:30:00+00:00,473.2474976,0.0
2025-06-09 19:30:00+00:00,472.7600098,0.0
2025-06-10 13:30:00+00:00,469.8699951,0.0
2025-06-10 14:30:00+00:00,469.0499878,0.25134278275072575
2025-06-10 15:30:00+00:00,469.5118103,0.0
2025-06-10 16:30:00+00:00,469.4984131,0.05535198748111725
2025-06-10 17:30:00+00:00,468.2250061,0.0
2025-06-10 18:30:00+00:00,470.25,0.0
2025-06-10 19:30:00+00:00,470.9299927,0.5856344597414136
2025-06-11 13:30:00+00:00,474.6698914,0.0
2025-06-11 14:30:00+00:00,474.6849976,0.0
2025-06-11 15:30:00+00:00,474.0515137,-0.10078876093029976
2025-06-11 16:30:00+00:00,474.5715027,0.0
2025-06-11 17:30:00+00:00,471.8500061,0.0
2025-06-11 18:30:00+00:00,472.1799927,0.0
2025-06-11 19:30:00+00:00,472.8999939,0.0
2025-06-12 13:30:00+00:00,476.519989,0.0
2025-06-12 14:30:00+00:00,476.9899902,0.0
2025-06-12 15:30:00+00:00,478.7000122,0.0
