datetime,Close,sentiment_score
2025-06-12 16:30:00+00:00,479.2868958,0.04724555416032672
2025-06-12 17:30:00+00:00,479.4848938,0.0
2025-06-12 18:30:00+00:00,479.7399902,0.0
2025-06-12 19:30:00+00:00,479.0299988,0.0
2025-06-13 13:30:00+00:00,475.2200012,0.16662621311843395
2025-06-13 14:30:00+00:00,476.394989,0.06365828402340412
2025-06-13 15:30:00+00:00,477.1600037,0.0
2025-06-13 16:30:00+00:00,475.5599976,0.0
2025-06-13 17:30:00+00:00,474.0499878,0.0622470211237669
2025-06-13 18:30:00+00:00,474.2149963,0.0
2025-06-13 19:30:00+00:00,474.9599915,0.0
2025-06-16 13:30:00+00:00,480.0799866,0.0
2025-06-16 14:30:00+00:00,480.019989,0.0
2025-06-16 15:30:00+00:00,479.8299866,-0.378492409363389
2025-06-16 16:30:00+00:00,480.120697,0.0
2025-06-16 17:30:00+00:00,478.5799866,0.0
2025-06-16 18:30:00+00:00,478.5400085,-0.6113157980144024
2025-06-16 19:30:00+00:00,479.0499878,0.0
2025-06-17 13:30:00+00:00,476.1499939,-0.861519088037312
2025-06-17 14:30:00+00:00,476.8399963,0.0
2025-06-17 15:30:00+00:00,477.6799927,0.06879599392414093
2025-06-17 16:30:00+00:00,476.6149902,0.0
2025-06-17 17:30:00+00:00,476.4350891,0.08660788089036942
2025-06-17 18:30:00+00:00,477.5650024,-0.011155933141708374
2025-06-17 19:30:00+00:00,478.0400085,-0.3377393037080765
2025-06-18 13:30:00+00:00,478.3649902,0.02125139720737934
2025-06-18 14:30:00+00:00,478.8099976,0.0
2025-06-18 15:30:00+00:00,478.9899902,-0.8601916078478098
2025-06-18 16:30:00+00:00,478.4299927,0.0
2025-06-18 17:30:00+00:00,479.3150024,0.24516016244888306
2025-06-18 18:30:00+00:00,478.5400085,0.0
2025-06-18 19:30:00+00:00,480.2399902,0.0
2025-06-20 13:30:00+00:00,479.6000061,0.0
2025-06-20 14:30:00+00:00,479.8699951,0.0
2025-06-20 15:30:00+00:00,479.7600098,0.0
2025-06-20 16:30:00+00:00,478.8599854,-0.30409734696149826
2025-06-20 17:30:00+00:00,478.7349854,-0.9161494681611657
2025-06-20 18:30:00+00:00,477.3500061,0.0
2025-06-20 19:30:00+00:00,477.2275085,0.004863519221544266
2025-06-23 13:30:00+00:00,475.6499939,0.0
2025-06-23 14:30:00+00:00,478.9849854,0.0
2025-06-23 15:30:00+00:00,480.6199951,0.16714982502162457
2025-06-23 16:30:00+00:00,485.9049988,0.0
2025-06-23 17:30:00+00:00,486.769989,-0.6876340862363577
2025-06-23 18:30:00+00:00,486.4700012,0.0
2025-06-23 19:30:00+00:00,485.9200134,0.09601167216897011
2025-06-24 13:30:00+00:00,487.5450134,0.027949376963078976
2025-06-24 14:30:00+00:00,490.4475098,0.0
2025-06-24 15:30:00+00:00,490.7000122,0.0
2025-06-24 16:30:00+00:00,490.4700012,0.0
2025-06-24 17:30:00+00:00,491.2399902,0.0
2025-06-24 18:30:00+00:00,490.8399963,0.0
2025-06-24 19:30:00+00:00,490.1199951,0.0
2025-06-25 13:30:00+00:00,493.5350037,0.0
2025-06-25 14:30:00+00:00,492.5899963,0.06216823123395443
2025-06-25 15:30:00+00:00,491.6149902,0.0
2025-06-25 16:30:00+00:00,490.6400146,0.0
2025-06-25 17:30:00+00:00,490.4797974,0.0
2025-06-25 18:30:00+00:00,491.1600037,0.2712544575333595
2025-06-25 19:30:00+00:00,492.4400024,0.0
2025-06-26 13:30:00+00:00,495.25,0.0
2025-06-26 14:30:00+00:00,493.2449951,0.0
2025-06-26 15:30:00+00:00,493.8699951,0.0
2025-06-26 16:30:00+00:00,495.9107971,0.0
2025-06-26 17:30:00+00:00,497.6900024,-0.8913391437381506
2025-06-26 18:30:00+00:00,497.4299927,-0.1523231565952301
2025-06-26 19:30:00+00:00,497.3099976,0.0
2025-06-27 13:30:00+00:00,497.7200012,0.0
2025-06-27 14:30:00+00:00,497.9249878,0.0
2025-06-27 15:30:00+00:00,497.9700012,0.0
2025-06-27 16:30:00+00:00,497.480011,0.14153865352272987
2025-06-27 17:30:00+00:00,495.6560059,0.0
2025-06-27 18:30:00+00:00,494.8900146,0.0
2025-06-27 19:30:00+00:00,495.8800049,0.12119183503091335
2025-06-30 13:30:00+00:00,496.0577087,0.0
2025-06-30 14:30:00+00:00,497.3875122,0.0
2025-06-30 15:30:00+00:00,497.8299866,-0.5420291535556316
2025-06-30 16:30:00+00:00,497.6794128,0.0
2025-06-30 17:30:00+00:00,498.0299988,0.21827095746994019
2025-06-30 18:30:00+00:00,499.0450134,0.0
2025-06-30 19:30:00+00:00,497.1600037,0.0
2025-07-01 13:30:00+00:00,497.1549988,0.0
2025-07-01 14:30:00+00:00,493.8049927,0.0
2025-07-01 15:30:00+00:00,491.8800049,0.0
2025-07-01 16:30:00+00:00,493.2542114,0.0
2025-07-01 17:30:00+00:00,492.5499878,0.0
2025-07-01 18:30:00+00:00,492.2900085,0.0
2025-07-01 19:30:00+00:00,492.019989,0.0
2025-07-02 13:30:00+00:00,491.7650146,-0.5048066647723317
2025-07-02 14:30:00+00:00,491.9400024,0.0
2025-07-02 15:30:00+00:00,492.1759949,0.34371856739744544
2025-07-02 16:30:00+00:00,490.2349854,0.0
2025-07-02 17:30:00+00:00,490.0700073,-0.9165234910324216
2025-07-02 18:30:00+00:00,490.2000122,0.0
2025-07-02 19:30:00+00:00,490.9700012,-0.23956422321498394
2025-07-03 13:30:00+00:00,498.2762146,0.0
2025-07-03 14:30:00+00:00,498.4299927,0.0
2025-07-03 15:30:00+00:00,498.9284973,0.0
